城市,门店名称,区域(组合后),地址,评分(留空),标签(剔除)
包头市,博洁仕口腔门诊部(九原店),包头市-九原区,内蒙古自治区包头市九原区麻池镇景富家园F区2号底店8号商铺,,
包头市,张文亮口腔,包头市-昆都仑区,内蒙古自治区包头市昆都仑区居然新城北门17栋115号底店,,
包头市,昆区永一华口腔门诊部,包头市-昆都仑区,"内蒙古自治区包头市昆都仑区保成上元名府S1-206,306底店",,
包头市,欢乐笑口腔,包头市-九原区,内蒙古自治区包头市九原区稀土开发区地税小区南门43号底店,,
包头市,贝洁雅口腔门诊部,包头市-东河区,内蒙古自治区包头市东河区巴彦塔拉大街璟华苑甲2—108号,,
包头市,贝特瑞尔口腔(九星店),包头市-青山区,内蒙古自治区包头市青山区科学路与富强路交叉路口九星广场－1号,,
包头市,贝特瑞尔口腔(包百店),包头市-昆都仑区,内蒙古自治区包头市昆都仑区前进道街道钢铁大街73号都市豪庭7-101、7-103、7-104,,
包头市,贝特瑞尔口腔(校园路店),包头市-昆都仑区,内蒙古自治区包头市昆都仑区黄河大街与丰盈路交叉口路南东亚世纪城文脉苑4-102、103,,
包头市,贝特瑞尔口腔(神华店),包头市-昆都仑区,内蒙古自治区包头市昆都仑区锡华世纪花园玫瑰苑RS1、RS2、RS3、RS4号,,
包头市,贝特瑞尔口腔(青东店),包头市-青山区,内蒙古自治区包头市青山区青福镇青东路19号保利花园沁心园1S-1—1S-8,,
巴中市,巴中牙一生口腔门诊,巴中市-巴州区,四川省巴中市巴州区巴州大道回风万达斑马线对面二楼,,
巴中市,青诚口腔(平昌店),巴中市-平昌县,四川省巴中市平昌县新华街东段-10号,,
巴中市,青诚口腔(恩阳店),巴中市-恩阳区,四川省巴中市恩阳区义阳二街恩阳汽车站西北侧约140米,,
巴中市,青诚口腔(江北店),巴中市-巴州区,四川省巴中市巴州区江北大道中段244号,,
巴中市,青诚口腔(蓝湾国际店),巴中市-巴州区,四川省巴中市巴州区小东门蓝湾国际广场旁,,
宝鸡市,兔博士口腔宝鸡分院,宝鸡市-渭滨区,渭滨区公园路一号商务楼4楼（胜利桥南十字东北角）,,
宝鸡市,兔博士口腔宝鸡高新分院,宝鸡市-高新开发区,宝鸡市高新开发区高新大道万润国际广场三层302号,,
宝鸡市,宝鸡美牙乐口腔医疗有限公司宝鸡高新美牙乐口腔门诊部,宝鸡市-渭滨区,宝鸡市渭滨区马营镇高新开发区马营镇创新路2号天玺东郡商铺2楼南段1,,
宝鸡市,洁雅口腔(锦园大厦店),宝鸡市-渭滨区,宝鸡市渭滨区桥南街道清姜路48号锦园大厦2层,,
博尔塔拉蒙古自治州市,靓齿口腔,博尔塔拉蒙古自治州市-维吾尔自治区,新疆维吾尔自治区博尔塔拉蒙古自治州博乐市建国路百合嘉园六号楼商铺1-9,,
保山市,德韩口腔(保山院区),保山市-隆阳区,云南省保山市隆阳区永昌街道正用北路五洲国际广场写字楼26层,,
池州市,安庆朱小龙口腔大渡口门诊,池州市-东至县,安徽省池州市东至县大渡口镇渡口花园,,
池州市,张庆波口腔诊所,池州市-贵池区,贵池区龙登凤凰城花园1栋106、107,,
池州市,汇景花园德兆口腔门诊部(罗城路店),池州市-贵池区,安徽省池州市贵池区安徽省池州市贵池区汇景国际花园17幢,,
池州市,苏文海口腔(大润发店),池州市-贵池区,安徽省池州市贵池区长江南路426号清溪南苑C1C2幢109、110、111门面,,
池州市,青阳张浩口腔诊所,池州市-青阳县,安徽省池州市青阳县蓉城镇山水华城13-1商铺,,
池州市,青阳张浩口腔门诊部,池州市-青阳县,安徽省池州市青阳县蓉城镇南溪府邸12幢101-102铺,,
大理白族自治州市,大理文呈吉祥口腔医院,大理白族自治州市-未知区域,云南省大理白族自治州大理市兴盛路滇西商务中心D3栋,,
大理白族自治州市,大理澄意口腔门诊部,大理白族自治州市-未知区域,云南省大理白族自治州大理市大理镇1806小镇A1-001号二楼,,
滁州市,凤阳格瑞特口腔门诊部,滁州市-凤阳县,安徽省滁州市凤阳县牡丹花园文化路147-149-151号,,
滁州市,凤阳爱牙乐口腔门诊部,滁州市-凤阳县,安徽省滁州市凤阳县凤阳县新城区凤凰路374号国际大酒店东门北50米,,
滁州市,凤阳牙匡爱牙乐口腔,滁州市-凤阳县,安徽省滁州市凤阳县府城镇宜文路25-29号,,
滁州市,友和口腔门诊部,滁州市-全椒县,安徽省滁州市全椒县襄河镇儒林南路777号时代花园5幢102、201、202号商铺,,
滁州市,天长齿舒健口腔门诊部,滁州市-未知区域,安徽省滁州市天长市园林路500号,,
滁州市,梁氏口腔门诊部,滁州市-未知区域,安徽省滁州市明光市池河大道育才花园楼下（免费停车）,,
滁州市,滁州市固德口腔医院,滁州市-琅琊区,安徽省滁州市琅琊区琅琊西路90号二楼,,
滁州市,雅美口腔门诊(吾悦广场店),滁州市-南谯区,安徽省滁州市南谯区吾悦广场小吃街农业银行二楼,,
潮州市,康华口腔（源城分院）,潮州市-未知区域,潮州市雅斯特国际酒店东50米,,
潮州市,潮州极至口腔数字化种植矫正中心,潮州市-未知区域,潮州市枫溪镇古板头新渠路2号综合楼,,
崇左市,坚齿口腔,崇左市-扶绥县,广西壮族自治区崇左市扶绥县松江路235号,,
承德市,承德森德口腔门诊部,承德市-双桥区,河北省承德市双桥区开发区君临逸城9号楼104底商,,
承德市,瑞邦口腔,承德市-双桥区,河北省承德市双桥区石洞子沟富华二期0#楼8107、8108商业,,
承德市,荟齿口腔,承德市-丰宁满族自治县,河北省承德市丰宁满族自治县大阁镇新丰北路4号通达商厦102户商业,,
承德市,诺植口腔,承德市-双桥区,承德市双桥区中华路街道武烈路江山名园102商业-2,,
承德市,诺美口腔(河北承德旗舰店),承德市-双桥区,河北省承德市双桥区桥东街道世纪城二期9#楼101、102铺,,
常德市,常德美奥口腔·专科医院,常德市-武陵区,武陵区府坪街道府坪巷社区朗州路138号鸿正苑小区A-01号楼201室,,
常德市,整齐天使口腔(城投新熙里店),常德市-武陵区,常德市武陵区穿紫河街道洞庭大道城投新熙里小区2栋3层305号,,
常德市,辰星齿科,常德市-武陵区,常德市武陵区白马湖街道人民路2877号(天源邻里坊商业9栋1层147、2层201-206号),,
沧州市,欢喜口腔,沧州市-新华区,沧州市新华区小赵庄乡颐和尚城四期项目综合楼D座119号商铺,,
沧州市,莱恩口腔(金鼎院区),沧州市-运河区,沧州市运河区南陈屯镇御河西路金鼎领域商业B区301铺,,
沧州市,鑫蕊一世界口腔,沧州市-运河区,河北省沧州市运河区解放西路一世界A座写字楼5楼,,
长沙市,美奥口腔矫正·种植(湘府店),长沙市-雨花区,雨花区五凌路298号湘府九号家园2栋,,
长沙市,优伢仕口腔(人民东路店),长沙市-芙蓉区,长沙市芙蓉区东屯渡街道人民东路199号世嘉.国际华城6号商铺6栋202号,,
长沙市,优伢仕口腔(思诺店),长沙市-芙蓉区,长沙市芙蓉区文艺路街道迎宾路46号(地铁迎宾路口8号出口),,
长沙市,优伢仕口腔(星沙店),长沙市-长沙县,长沙市长沙县星沙街道开元东路筑梦佳园1栋301号,,
长沙市,优伢仕口腔(曙光路店),长沙市-雨花区,长沙市雨花区左家塘街道曙光中路长房天翼未来城7栋1-2层1078号,,
长沙市,优伢仕口腔(汽车西站店),长沙市-岳麓区,长沙市岳麓区望城坡街道西二环汽车西站斜对面（望兴景园底商，地铁2C出口处）,,
长沙市,优伢仕口腔(洞井店）,长沙市-雨花区,长沙市雨花区井湾子街道洞井中路411号园康星都荟小区5栋105号、106号,,
长沙市,优伢仕口腔(特立西路店),长沙市-长沙县,"长沙市长沙县星沙街道特立西路筑梦星园商业体3栋4楼,麦当劳楼上",,
长沙市,优伢仕口腔(芙蓉南路店）,长沙市-天心区,长沙市天心区新开铺街道芙蓉南路通泰梅岭苑13栋401,,
长沙市,优伢仕口腔(银盆岭店),长沙市-岳麓区,长沙市岳麓区银盆岭街道岳麓大道59号,,
长沙市,优伢仕口腔(香樟路),长沙市-雨花区,长沙市雨花区井湾子街道香樟路168号湘樟家园1栋106房,,
长沙市,优伢仕口腔种植矫正中心(总院),长沙市-开福区,长沙市开福区四方坪街道车站北路388号兴佳名苑3层（地铁3号线四方坪站1号出口）,,
长沙市,优伢仕口腔（东宜门诊部）,长沙市-芙蓉区,长沙市芙蓉区马坡岭街道龟山路550号芙蓉生态新城b5栋208号,,
长沙市,美奥口腔矫正·种植(星沙店),长沙市-长沙县,长沙县星沙街道开元路与星沙大道交汇处西南角星沙商业乐园,,
长沙市,美奥口腔种植·矫正(河西店),长沙市-岳麓区,岳麓区金星中路199号格林星城,,
长沙市,美奥口腔种植·矫正（北辰院）,长沙市-开福区,开福区新河街道湘江北路三段1200号北辰三角洲C3区1005-1006、G层059-061号商铺,,
长沙市,美泰口腔门诊部(岳麓区),长沙市-岳麓区,湖南省长沙市岳麓区天顶街道麓谷大道19号达美梅溪苑2栋及商业裙楼3、4、5栋205,,
长沙市,美泰口腔门诊部(雨花区),长沙市-雨花区,湖南省长沙市雨花区木莲东路五江天街南区一期一栋3层,,
长沙市,美泰口腔门诊部（岳麓区）,长沙市-岳麓区,岳麓区天顶街道麓谷大道19号达美梅溪苑2栋及商业裙楼3、4、5栋205,,
长沙市,美泰口腔门诊部（雨花区）,长沙市-雨花区,长沙市雨花区木莲东路五江天街南区一期一栋3层,,
长沙市,茵美咸嘉湖口腔门诊部(咸嘉湖店),长沙市-岳麓区,长沙市岳麓区望城坡街道咸嘉湖西路119号中央美郡2栋105号房,,
长沙市,茵美齿科(和馨园店),长沙市-岳麓区,长沙市岳麓区麓谷街道高新开发区麓谷街道谷苑路和馨园二期C2栋103、104号门面,,
长沙市,茵美齿科(时代城店),长沙市-岳麓区,长沙市岳麓区望城坡街道桐梓坡西路138号长房时代城23G101第228号,,
长沙市,茵美齿科(梅溪湖店),长沙市-岳麓区,长沙市岳麓区梅溪湖街道踏雪路梅溪青秀3期3栋209-213,,
长沙市,茵美齿科(湘江世纪城店),长沙市-开福区,长沙市开福区芙蓉北路街道湘江世纪城咏江苑市政道路层11870号商铺,,
长沙市,茵美齿科(贺龙店),长沙市-天心区,长沙市天心区城南路街道白沙路281号,,
长沙市,茵美齿科(麓谷店),长沙市-岳麓区,长沙市岳麓区麓谷街道高新开发区麓谷街道桐梓坡西路319号可可小城二期1栋107.108.109号门面,,
长沙市,长沙华宝固德口腔门诊部,长沙市-岳麓区,长沙市岳麓区咸嘉湖街道旭辉都会山9栋2楼（2号线金星路站地铁口3号直梯出口）,,
长沙市,长沙市雨花区熙美鑫雅口腔门诊部,长沙市-雨花区,长沙市雨花区马王堆南路769号翼翔（天翼）花园8栋105-108号门面,,
长沙市,长沙市雨花区熙美鑫雅口腔门诊部,长沙市-雨花区,湖南省长沙市雨花区马王堆南路769号翼翔（天翼）花园8栋105-108号门面,,
长沙市,长沙美奥口腔医院有限公司,长沙市-雨花区,雨花区人民中路568号融圣国际10栋,,
长沙市,马泷齿科芙蓉门诊(IFS国金中心店),长沙市-芙蓉区,湖南省长沙市芙蓉区定王台街道解放西路188号长沙国金中心T1大楼21楼03-05单元,,
长沙市,马泷齿科芙蓉门诊（IFS国金中心店）,长沙市-芙蓉区,湖南省长沙市芙蓉区定王台街道解放西路188号长沙国金中心T1大楼21楼03-05单元,,
长春市,何氏口腔门诊,长春市-二道区,吉林省长春市二道区岭东路北钻石城1号楼134、135门市,,
长春市,公主岭诺雅口腔医院,长春市-未知区域,吉林省四平市公主岭市公主大街与岭西路交汇处东南角,,
长春市,张丹口腔,长春市-二道区,吉林省长春市二道区新华大道7号,,
长春市,张丹口腔门诊部(健腾逸品新洲店),长春市-二道区,吉林省长春市二道区吉林省长春市二道区逸品新洲北区8号楼,,
长春市,德惠市永恒口腔诊所,长春市-未知区域,吉林省长春市德惠市西五道街与二中央街交汇处西20米,,
长春市,文书优齿嘉口腔,长春市-宽城区,吉林省长春市宽城区新发街道新苑小区2号楼,,
长春市,文书口腔门诊部,长春市-宽城区,吉林省长春市宽城区站前街道汉口大街399号金街大厦,,
长春市,李永全口腔门诊,长春市-宽城区,吉林省长春市宽城区宽城万达广场西侧,,
长春市,榆树现代口腔,长春市-未知区域,吉林省长春市榆树市建设街工商行对过,,
长春市,爱齿口腔(东盛大街店),长春市-二道区,吉林省长春市二道区吉林大路与东盛大街交叉口南150米路西,,
长春市,牙博士口腔(农安店),长春市-农安县,吉林省长春市农安县吉林省长春市农安县德彪街1189号,,
长春市,现代口腔门诊部(中海分院),长春市-南关区,吉林省长春市南关区中海国际社区H3-112号,,
长春市,现代口腔门诊部(绿园分院),长春市-绿园区,吉林省长春市绿园区普阳街44号吉达花园门市,,
长春市,现代口腔门诊部(锦湖分院),长春市-南关区,吉林省长春市南关区锦湖大路澜花语岸1栋105号房,,
长春市,现代口腔门诊部(高新分院),长春市-朝阳区,吉林省长春市朝阳区硅谷大街1877号融创上城四期第63幢106号房,,
长春市,美优齐口腔,长春市-经开区,吉林省长春市经开区临河街与东南湖大路交汇中海紫御华府25栋,,
长春市,美嘉口腔诊所,长春市-二道区,吉林省长春市二道区亚泰花园桃花苑民丰大街安乐路西侧约100米,,
长春市,美雅口腔(工农大街店),长春市-未知区域,吉林省长春市榆树市工农大街15号,,
长春市,金麦口腔,长春市-朝阳区,吉林省长春市朝阳区硅谷大街与朗新路交汇,,
长春市,长春市南关区栀艾口腔门诊部,长春市-南关区,吉林省长春市南关区億金街c1-2号楼302号,,
长春市,高新技术产业开发区德瓦口腔门诊部,长春市-朝阳区,吉林省长春市朝阳区怡众名城东一门德瓦齿科,,
郴州市,六六六口腔责任有限公司张元门诊分部,郴州市-北湖区,郴州市北湖区燕泉街道今日兴城香雪大道112、204、302房(南塔公园南门正对面),,
